Author,Comment,Likes,Published_At,Replies
@taniaramirez6245,"WTFFFF THATS INSANEEE AAA I LOVE IT, LOVE U GUYS 🙌🏻🫶🏻🫶🏻🫶🏻🔥🔥🔥🔥",1,2025-03-25T00:50:27Z,0
@IbrahimHossen-f2q,"Your videos are always so helpful, thank you!",2,2025-03-25T00:49:58Z,0
@GoumbaDioum-v4p,"Your videos are always so helpful, thank you!",0,2025-03-25T00:49:40Z,0
@amandeepkumar4655,"Very well done, appreciate this video!",0,2025-03-25T00:49:38Z,0
@McKeelAmparan,"Great job, this video was very useful!",0,2025-03-25T00:49:17Z,0
@stay-g2o,"That high note ,perfection <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=169"">2:49</a>",0,2025-03-25T00:48:53Z,0
@dannyfire7168,What in the omegaverse story is this? 🐺🌒🐺,0,2025-03-25T00:48:48Z,0
@yukki0775,they literally crashed into each other,0,2025-03-25T00:48:43Z,0
@meenudhiman970,Amazing content as always!,0,2025-03-25T00:48:36Z,0
@HughSchultz-k6s,"This video was amazing, learned a lot.",0,2025-03-25T00:48:13Z,0
@MrsBxng,I need to see hyunjin and leeknow in a movie where there physcicos and escape an asylum<br>HYUNJIN PULLS THE PHYSICO VIBES NO CAB BRUH,1,2025-03-25T00:48:01Z,0
@Hanafuda_ear,So many emotions!!! It takes your breath away!,0,2025-03-25T00:47:49Z,0
@bellabhhff,MASTERPIECE. I REPEAT. MASTERPIECE.,1,2025-03-25T00:47:45Z,0
@BlazeWaqas,"This video was amazing, learned a lot.",0,2025-03-25T00:47:29Z,0
@Avancevs,"This is what I like!(I don&#39;t understand how to perceive this, so in my vision they are lovers)",2,2025-03-25T00:47:24Z,0
@kiajja,"This video was amazing, learned a lot.",0,2025-03-25T00:47:18Z,0
@PullmanFread-r5p,Amazing content as always!,1,2025-03-25T00:47:16Z,0
@AnjelicaKeatontl,"Very well done, appreciate this video!",0,2025-03-25T00:47:13Z,0
@hslsugeng7360,Whoa!! Wait… Gimme time to digest this… Lemme watch this again for another 1001 times! 🙌❤️🙌,0,2025-03-25T00:46:46Z,0
@HanaKim-d9x,"Yes, Hyunjin i&#39;ll come escape with you",0,2025-03-25T00:46:30Z,0
@RodenbaughDavidson,"This was exactly what I needed, thanks!",0,2025-03-25T00:46:27Z,0
@Brokenfulify,Hyunjin would make the best psycho killer/villain in a movie! Like wholly hell that acting was amazing!,7,2025-03-25T00:46:26Z,0
@Skz-21-v6m,O.m.g Red Light 2.0 !❤❤❤,0,2025-03-25T00:46:13Z,0
@loray_0212,That&#39;s &quot;Stray beasts&quot; 🤤😍👌🏽🇭🇹,0,2025-03-25T00:46:11Z,0
@kartikmandal8475,"Fantastic video, really appreciate your effort!",0,2025-03-25T00:46:05Z,0
@brittanylee4,How many times have I watched this? Yes,1,2025-03-25T00:45:40Z,0
@DrakBunny,"Whether bound by the chains of experiences or the red strings of fate. There is a deep love that they hold for each other. No matter if they fight, have a disagreement, what happens or where they go, they will always be brought back together. That&#39;s the whole vibe this video gives me. (And of course I speak of love in a non-romantic way.)",0,2025-03-25T00:45:03Z,0
@IvyNaomiLinares-n1j,I love this song and the mv Is so perfect ❤❤❤❤❤,1,2025-03-25T00:44:55Z,0
@WalkerAlan-w5w,"Very well done, appreciate this video!",0,2025-03-25T00:44:33Z,0
@KeenenHall,"Great job, this video was very useful!",0,2025-03-25T00:44:27Z,0
@MichaleMello,"Loved the content, keep it coming!",0,2025-03-25T00:43:09Z,0
@1398Camila,The Power of this duo ❤‍🔥❤‍🔥❤‍🔥,0,2025-03-25T00:43:05Z,0
@ghanshyamBanjara-yh9il,"Very well done, appreciate this video!",0,2025-03-25T00:42:55Z,0
@MarcelaLopez-dt5xz,I really would like to see Hyunjin in an acting role for sure!!!,8,2025-03-25T00:42:48Z,0
@MarcelaLopez-dt5xz,Love love this MV so much!!!,0,2025-03-25T00:42:32Z,0
@Stray_Kids8478,They put out very good songs ❤,0,2025-03-25T00:42:18Z,0
@JayBuehler-r2m,"Great tips, thanks for sharing!",0,2025-03-25T00:41:36Z,0
@alexanderkasner,I am shook.  This was so amazing.,0,2025-03-25T00:41:06Z,0
@Mariiatan88,Just the best thing ever! Total emotional explosion!!!,1,2025-03-25T00:40:52Z,0
@KatyHernandez-r2z,Really appreciate the insights in this video.,0,2025-03-25T00:40:46Z,0
@soso-l8p6j,is this pay gorn,0,2025-03-25T00:40:41Z,0
@Massiel-c3u,BRO IT LITERALLY RED LIGHTS,1,2025-03-25T00:40:30Z,0
@minhaeforu,omg first mv ill watch over and over (im on my 5 rewatch),0,2025-03-25T00:40:09Z,0
@MariaM-zr1vh,A for Effort. Them high notes are lit🔥 escape frooommm????,0,2025-03-25T00:39:56Z,0
@pigeon1017,historians will say they were best friends,0,2025-03-25T00:39:42Z,0
@Leeknowmygoat,Please bangchan stop with the freakiness 😂,0,2025-03-25T00:39:39Z,0
@ridoyhassan3774,"Loved the content, keep it coming!",0,2025-03-25T00:39:32Z,0
@KowaqBowaq,"This was super helpful, thanks!",0,2025-03-25T00:39:25Z,0
@SoniaAlthari,"Very well done, appreciate this video!",0,2025-03-25T00:39:24Z,0
@Amimimi-yqc,"Music, voice, acting from Bangchan and Hyunjin are the best, never doubt that!!! what I&#39;m thinking now is the theme of this Escape MV is it about dangerous humans who have extraordinary powers who must be locked up/isolated until finally they decide to fight those who restrain them and escape together by helping each other?",3,2025-03-25T00:39:24Z,0
@EmilyEmma-o2e,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:39:19Z,0
@BaoHoàng-l9z,"Very well done, appreciate this video!",0,2025-03-25T00:38:59Z,0
@Innocent-STAY,now chan and hyunjin fight over who wrote escape now of course it&#39;s Mr Christopher chan bcz our hyunjin is innocent than him,0,2025-03-25T00:38:51Z,0
@TrickzStxr,I’m speechless I’m absolutely obsessed with this song I love it!!! And the hug was so freaking cool I love everything about this!!!!❤❤❤,1,2025-03-25T00:38:50Z,0
@KaiHowarth-r7z,Amazing content as always!,0,2025-03-25T00:38:27Z,0
@Valerie-q3l5l,The best song in the album 사랑해요,5,2025-03-25T00:37:36Z,0
@Microsoftpossible,"Great tips, thanks for sharing!",0,2025-03-25T00:37:12Z,0
@hubert-simon,"The song is tragic, but the power of the music video feels positive. It seems as though two lonely souls, once trapped, found each other, collided, became one, and gained the strength to face a formidable enemy.",1078,2025-03-25T00:36:47Z,6
@黃正忠-r2j,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:36:45Z,0
@ArhamSultan-f2c,Honestly I think this song deserve more than 100 million views who&#39;s agree😊😊🥰🥰🥰this song is Just fire it gives us goosebumps every moment 🥲🥲🤭,6,2025-03-25T00:36:44Z,0
@LukeMatsuda-p4l,"Loved the content, keep it coming!",0,2025-03-25T00:36:44Z,0
@princessbaba4800,Crazy good acting ong,2,2025-03-25T00:36:30Z,0
@ZARHETALEJANDRASANTOYODE-qi6vo,i would like a colaboration of felix and hyunjin,0,2025-03-25T00:36:17Z,0
@สิทธิกรเผื่อนพิม,"Your videos are always so helpful, thank you!",0,2025-03-25T00:36:02Z,0
@AladiAnthony-e3o,"Fantastic explanation, thank you!",0,2025-03-25T00:35:48Z,0
@gumsyncs.ktuber,I’m squealing in my room and my mom came in my room telling me to shut up and after she left I went back to going crazy 😂,1,2025-03-25T00:35:35Z,0
@Riley_143_,"This isn’t JUST A SONG this is a whole movie cut into small parts. We NEED this as a whole BL film because it would be perfect. Chan and Hyunjin did an amazing job at describing a couple running away before being caught with one scarifying themself for the other. But the HUG. OMG IT WAS PERFECT. I’ve seen other people saying the same thing, but that hug looked real. It looked like a long lost couple finding each other and hugging while breaking down into tears. It was intimate, raw, and emotional. Amazing job Chan and Hyunjin, you did amazing!",1,2025-03-25T00:35:32Z,0
@minecraftgirl2155,The song keeps playing in my head....,1,2025-03-25T00:35:31Z,0
@林子煒-i2e,"Awesome video, looking forward to the next one!",1,2025-03-25T00:35:29Z,0
@jianov1096,Its gay not escape,0,2025-03-25T00:35:28Z,0
@Sulnitbang,"The MV is totally a work of art, everything they do is amazing and perfect.",0,2025-03-25T00:35:05Z,0
@marinakaratzoglou4298,The wolf and the ferret running towards each other... Bliss! ❤,1,2025-03-25T00:35:00Z,0
@RadhaRamalingam-d5q,"This was super helpful, thanks!",0,2025-03-25T00:34:51Z,0
@MargaretMargaret-x4l,"This was super helpful, thanks!",0,2025-03-25T00:34:35Z,0
@moonshine3624,That was such a cool and high tension mv video. I loved how they were in the scenes together. It was so amzing how bangchan hit does high notes and hyunjin&#39;s voice while singing. The concept was amazing and it fit them perfectly. I also loved their outfits and the hug was so sweet❤ Such a great duo!!❤,0,2025-03-25T00:34:35Z,0
@SKZ-ANIAT,i&#39;m aroused.,1,2025-03-25T00:34:10Z,0
@S.JMitchell-b7y,"Oh my gosh perfection, chef&#39;s kiss ,this had me in tears of shock I love the MV plot we need more",0,2025-03-25T00:34:08Z,0
@Blackpearl6966,AAAAAAAAAAAAAAAAAAAAAAAAAAAAK 🔥⛓️💗,0,2025-03-25T00:34:03Z,0
@Pinkrose-hj3wl,"Lets reach 4 m ASAP,streammm",0,2025-03-25T00:33:47Z,0
@a0939002202,"This was very informative, appreciate it.",0,2025-03-25T00:33:08Z,0
@l0vehanji,THIS IS ARTT BRO,0,2025-03-25T00:33:04Z,0
@JeanJean-e1p,"This was super helpful, thanks!",0,2025-03-25T00:33:02Z,0
@HyunjinIn-z6y,the best..,1,2025-03-25T00:32:51Z,0
@Holmirzoevrustam.82,"You explained this so well, thank you!",0,2025-03-25T00:32:46Z,0
@ginpao,This duo really vibed and delivered!! The music video complimented well the song!! Amazing job as always baby brother Hyunjin and mate Bangchan! 👏🏼👏🏼👏🏼👏🏼,0,2025-03-25T00:32:42Z,0
@MandeepSinhh-d3m,"This video was amazing, learned a lot.",0,2025-03-25T00:32:40Z,0
@NaimaOcampo-j5w,"I can&#39;t believe it, l couldn&#39;t believe it 10 hours ago",0,2025-03-25T00:32:15Z,0
@BinilTv,"Thanks for sharing this, learned a lot.",1,2025-03-25T00:31:02Z,0
@shalugupta9607,"Thank you for this video, very enlightening!",0,2025-03-25T00:30:37Z,0
@JustOlivieLol,The chains! I’ve been waiting for months for more chains!,1,2025-03-25T00:30:05Z,0
@stephaniesaindon4868,My jaw is on the floor!! This music video is a masterpiece!! 😍😍 hope they had the time of their lives filming this!! ❤❤❤also i love this song so much I want it pumped directly in my veins,1,2025-03-25T00:30:00Z,0
@Ninchan_27Iloveskz,I&#39;m in love again with both,1,2025-03-25T00:29:47Z,0
@stephaniesaindon4868,My jaw is on the floor!! This music video is a masterpiece!! 😍😍 hope they had the time of their lives filming this!! ❤❤❤also i love this song so much I want it pumped directly in my veins,1,2025-03-25T00:29:47Z,0
@Winterxoxonl,"This is so beautiful and also sad it expresses how the feeling of being trapped feel and desire to break free from something,possibly a toxic situation or self imposed limitations",15,2025-03-25T00:29:47Z,0
@潘詩璇,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:29:32Z,0
@devianaramadhani1653,"Shout out to the director behind this MV this is incredible, understandable, but somehow is a fire, the story in every frame is insane 😮😮😮",4,2025-03-25T00:29:29Z,0
@RanaKumar-m1j,"Great job, this video was very useful!",1,2025-03-25T00:29:01Z,0
@Oltinoy_21,Come with me escape now❤️‍🔥🔥,2,2025-03-25T00:28:43Z,0
@ElijahGarza-v6g,"Fantastic explanation, thank you!",0,2025-03-25T00:28:40Z,0
@lukasilver115,DUDE! THE SHEER ROMANCE! 🖤🤩🖤 <br>Red Lights has a sequel now! 😅❤️‍🔥,0,2025-03-25T00:27:32Z,0
@KayPopKraze,MORE CHAINS! LMAO..this is like red lights on crack lol,0,2025-03-25T00:26:44Z,0
@jayo1703,"UM WHAT THE HELL, THAT WAS ABSOLUTE ART!! skz never miss!🌸",2,2025-03-25T00:26:42Z,0
@kpopeditzzcb97,It&#39;s giving BL vibes,1,2025-03-25T00:26:37Z,0
@SakuraUchiha-hm9tb,"Oh my god, I felt like I was watching a movie trailer, the way Chan and Hyun are playing the crazy psychopaths is really amazing ❤❤❤❤",2,2025-03-25T00:26:01Z,0
@BrandonAustin-b3r,"Loved this video, keep up the great work!",0,2025-03-25T00:25:48Z,0
@oriowogijeong1420,Still trying to understand if they kissed or not? 😂 The tension is too high❤,2,2025-03-25T00:25:40Z,0
@احمدعبداللهعطيهأبومحمدالعدوى,"Fantastic explanation, thank you!",0,2025-03-25T00:25:17Z,0
@AbhishekKumar-xj4jn,"Very well done, appreciate this video!",0,2025-03-25T00:25:03Z,0
@AdoptmeBlink,Red lights they were locked up now they ate escaping,0,2025-03-25T00:24:56Z,0
@creampuff797,The artistry and cinematics??? Amazing job boys!!!,4,2025-03-25T00:24:54Z,0
@kris10renee15,A whole continuation of railway for me. The guy that chan bled blood into the mouth of was hyunjin. And now they’re having an apocalyptic homosexual love affair,0,2025-03-25T00:24:41Z,0
@AlejandrDenton,"Thank you for this video, very enlightening!",0,2025-03-25T00:24:29Z,0
@K-MelodyDramaClub,"&quot;Hold my hand, just let it out. Escape from reality, come with me. I&#39;ll fulfill all your fantasies, follow me.&quot; <br><br>Excuse me sir!!! I see what you did there 🫠<br><br>Amazing song!!!! I can&#39;t stop listening to it!!!",1,2025-03-25T00:24:25Z,0
@katymcdermott2398,Hyunjin’s acting skills are superb. He doesn’t actually act; he becomes the character! He could have a great second career as an actor.,187,2025-03-25T00:24:10Z,7
@jessenialoor3311,2 part Red ligths ❤️‍🔥,0,2025-03-25T00:24:06Z,0
@oriowogijeong1420,Wow! Better than I imagined. Very cinematic❤,2,2025-03-25T00:23:45Z,0
@ShcxedxzqXlkbcynomp,Great video! Really enjoyed it.,1,2025-03-25T00:23:43Z,0
@harizzakuan8497,"Your videos are always so helpful, thank you!",0,2025-03-25T00:23:41Z,0
@avef1712,dude.... i think i just ascended to a higher life form. also help- why is this duo so good??? like????? absolutely adore this song ❤❤❤,0,2025-03-25T00:23:35Z,0
@CeciliaGarcíaChávez-t5c,Thelma and Louise!!!!!,0,2025-03-25T00:23:28Z,0
@dccsdfdcc,"Awesome video, looking forward to the next one!",0,2025-03-25T00:23:07Z,0
@DlfggkgbClitoraldo,Amazing content as always!,0,2025-03-25T00:23:07Z,0
@Witchyrose2349,Killer combination😍❤️‍🔥🫶🏻✨️<br><br>Bang Chan = Werewolf❤<br>Hyunjin = Vampire🖤,1,2025-03-25T00:23:02Z,0
@megijesku13,Im shocked -,0,2025-03-25T00:22:54Z,0
@chansroomie,Red Lights babies together again. 🤍,0,2025-03-25T00:22:29Z,0
@claracarol8628,"Red light 2.0 I loved it, I&#39;m from Brazil ❤️🇧🇷",0,2025-03-25T00:22:28Z,0
@maxmoore9712,what me and my bestie imagined when reinacting warrior cats at recess,0,2025-03-25T00:22:19Z,0
@letarimila5234,What in the raikantopeni is this 😂😂😂😂😂,0,2025-03-25T00:22:03Z,0
@เกรียงไกรอภิเดช-ฃ4ฆ,"Awesome video, looking forward to the next one!",0,2025-03-25T00:22:01Z,0
@lindambwali,"Great job, this video was very useful!",0,2025-03-25T00:21:50Z,0
@Gianni-l3n,I how did I watch this with a straight face 😂😂😂,0,2025-03-25T00:21:50Z,0
@nanami91shoujo,This mv gives me feelings i can&#39;t describe in a proper manner 😬🤭,0,2025-03-25T00:21:29Z,0
@DerekHetrick,"You explained this so well, thank you!",0,2025-03-25T00:21:23Z,0
@bvcsdghvbcxnvb,"This was super helpful, thanks!",0,2025-03-25T00:21:09Z,0
@aqsdehsdcvhy,"This was super helpful, thanks!",0,2025-03-25T00:20:39Z,0
@kin_gstay,"well, if i wasn&#39;t a stay and someone showed me this mv without giving me any context or anything i would:<br>a: think this is literally one of the greatest songs i&#39;ve ever heard<br>b: thought this was either a clip from a queer show or just two guys in a relationship who sang a song together so... yay?",1,2025-03-25T00:20:15Z,0
@akuaiyeh5463,Really appreciate the insights in this video.,0,2025-03-25T00:20:06Z,0
@LisaPiercey-m1o,"Great job, this video was very useful!",0,2025-03-25T00:20:00Z,0
@春梅-m5n,"This was exactly what I needed, thanks!",0,2025-03-25T00:19:59Z,0
@nanulikhoriashvili3363,Red light chains go off and now they&#39;re escape 😮 also when they run towards each other hyunjin was white ferret and chan was black wolf it&#39;s like Ballance of day and night😮 I also can see many details 😊 they&#39;re Bond is amazing ❤❤,4,2025-03-25T00:19:59Z,0
@andymarkams,"Loved this video, keep up the great work!",1,2025-03-25T00:19:24Z,0
@HeidiMurphy-n5q,"Loved the content, keep it coming!",0,2025-03-25T00:19:22Z,0
@Strawberrysbestie,Red light &#39;&#39;hi guys!!!&quot;<br>Escape &quot;who are you?&quot;,1,2025-03-25T00:19:16Z,0
@辭物,"Fantastic explanation, thank you!",0,2025-03-25T00:19:16Z,0
@shahistashaji,Happy 7th stray kids anniversary,2,2025-03-25T00:18:41Z,0
@KelstoneKat,Please let me press thumbs up a hundred times! I love this SO much! ❤😭,2,2025-03-25T00:18:35Z,0
@wombat1309,it&#39;s about two men in love wow in a Kpop MV,1,2025-03-25T00:18:33Z,0
@emilyglaze8416,Thank you for the great content!,0,2025-03-25T00:18:29Z,0
@FakeLike-s8d,So happy of watching them again 🥰🥰,0,2025-03-25T00:18:11Z,0
@LisaGilbert-x9j,"This was super helpful, thanks!",0,2025-03-25T00:16:58Z,0
@qweasdeqwds,"Loved this video, keep up the great work!",0,2025-03-25T00:16:51Z,0
@Princess_Stay,This short mv made me realize I&#39;m NOT ready for actor stray kids 🫠,0,2025-03-25T00:16:43Z,0
@dylanquinn7,the romeo and juliet fishtank scene.... 👀👀👀,1,2025-03-25T00:16:35Z,0
@debbibertaud,two happy friends running away from this f****g world,1,2025-03-25T00:16:26Z,0
@LbvhytgfdeazsYhcgfredzs,Great video! Really enjoyed it.,1,2025-03-25T00:16:21Z,0
@HalimHrgufxz,"Loved the content, keep it coming!",0,2025-03-25T00:16:14Z,0
@CbbNn-h7d,"Awesome video, looking forward to the next one!",0,2025-03-25T00:16:05Z,0
@katymcdermott2398,Such a great song with great vocals. The electric guitar in the Run Run Run part is epic. Stunning music video.,4,2025-03-25T00:15:30Z,0
@蘇雍貸,"Great tips, thanks for sharing!",0,2025-03-25T00:15:23Z,0
@asadbabu-v6i,"This was super helpful, thanks!",0,2025-03-25T00:15:00Z,0
@user-UnoCuatroTres,"Escape is definitely going on my daily playlist. Every time I watch it, I see something new. Love it!",3,2025-03-25T00:15:00Z,0
@naomi597,I LOVE THIS SONG,1,2025-03-25T00:14:32Z,0
@Mishaov07,They are so handsome. They are so amazing,2,2025-03-25T00:14:26Z,0
@DụnkoBgh,Amazing content as always!,0,2025-03-25T00:14:17Z,0
@Winterxoxonl,I literally love it red light and now escape to OMG!I love it and everything especially hyunjin my bias and my bias wrecker is in here Omgg ❤,4,2025-03-25T00:14:07Z,0
@Pricila-fp6bp,red lights part 2 ????  LOVE IIITT,1,2025-03-25T00:13:52Z,0
@habitzx,this was so good 👏🏻👏🏻👏🏻👏🏻,0,2025-03-25T00:13:36Z,0
@AbdelLaseter-p8m,"This was super helpful, thanks!",0,2025-03-25T00:13:35Z,0
@user-my6rx8kd5r,Omggg the two duos from red lights are back bangchan and hyunjin ❤❤❤❤,0,2025-03-25T00:13:05Z,0
@NgọcBíchĐổng,"Loved the content, keep it coming!",0,2025-03-25T00:12:53Z,0
@mhyie_,"Oh my,this MV is insane!!!!!!!",0,2025-03-25T00:12:11Z,0
@GitaYadav-j6i,Amazing content as always!,0,2025-03-25T00:12:07Z,0
@AkashNil-m6w,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:11:29Z,0
@HoraceLynam-w3i,"This video was amazing, learned a lot.",0,2025-03-25T00:11:25Z,0
@ale7gaby,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=155"">2:35</a>  Jiniret and wolf Chan running to each other… love how they incorporated their skzoo animals",14,2025-03-25T00:11:23Z,0
@dylanquinn7,wow okay i feel so normal about this! 😃 (👀🥵💀),1,2025-03-25T00:11:19Z,0
@ClementeLongstreet-u8u,"Loved the content, keep it coming!",0,2025-03-25T00:11:13Z,0
@ThiênLanVũ-q3m,"Great job, this video was very useful!",0,2025-03-25T00:10:53Z,0
@caahalmeida4207,I&#39;m so proud of you guys❤,1,2025-03-25T00:10:52Z,0
@The_Laptop_Bangchan_Dropped,This is literally the 4th time I&#39;ve watched this and every time it&#39;s still extraordinary. Hyunchan acted amazingly! I also love the storyline in the lyrics,1,2025-03-25T00:10:36Z,0
@DuyQuốc-x6u,"Your videos are always so helpful, thank you!",0,2025-03-25T00:09:33Z,0
@DannieFarney-i3k,"Loved this video, keep up the great work!",0,2025-03-25T00:09:22Z,0
@HarmonyBlevins-c1j,"Loved this video, keep up the great work!",0,2025-03-25T00:09:02Z,0
@y__u__r__i77,Oh my God I got involved in the movie to the extent that I forgot that it is a music Video this is a movie and I need more of it please 😭😩🔥,0,2025-03-25T00:08:59Z,0
@irshadansari905,"This was very informative, appreciate it.",0,2025-03-25T00:08:47Z,0
@JELLIFIZZ.OFFICIAL,i love how they are portraying like a physcopath yaoi image,2,2025-03-25T00:08:40Z,0
@Joanna-sj4py,I was just waiting for the kiss! 😩✋,0,2025-03-25T00:08:35Z,0
@mouneshkariguli9544,"This was exactly what I needed, thanks!",0,2025-03-25T00:08:28Z,0
@sofiapataro,red lights reference????,0,2025-03-25T00:08:13Z,0
@TuyếtLanLò,Amazing content as always!,0,2025-03-25T00:08:12Z,0
@AliSezgin-l1p,Thank you for the great content!,0,2025-03-25T00:08:07Z,0
@Miral87-v8j,Stray Kids continues to innovate day by day and will become global very soon. Be prepared. ❤❤❤❤❤❤❤❤❤❤,2,2025-03-25T00:08:06Z,0
@rubelhassan6946,"Loved the content, keep it coming!",1,2025-03-25T00:08:06Z,0
@MelanieBlaker,"Great job, this video was very useful!",0,2025-03-25T00:07:57Z,0
@GolidSingh,"Very well done, appreciate this video!",0,2025-03-25T00:07:36Z,0
@MỹVânQuàng-d5k,"Great job, this video was very useful!",0,2025-03-25T00:07:32Z,0
@DinhNguyenVu-zm9oq,"Great job, this video was very useful!",0,2025-03-25T00:07:27Z,0
@CBTWEJI,If they&#39;d kiss in front of camera would be less intimate<br>I absolutely love everything about this  masterpiece,1,2025-03-25T00:07:19Z,0
@five_h2044,Favorite concept so far! They compliment each others ferocity sooo gooood!! ❤❤,3,2025-03-25T00:07:16Z,0
@duomei-mn1bm,I am looking forward to their choreography in the future tour. What is the stage effect?,1,2025-03-25T00:07:12Z,0
@AnaArjuno,Thank you for the great content!,0,2025-03-25T00:07:04Z,0
@PlayerSKZCODE,I love the red lights duo❤ and I love Bang Chan too🤭🤭,1,2025-03-25T00:06:53Z,0
@arpitaafrin7329,"This video was amazing, learned a lot.",1,2025-03-25T00:06:46Z,0
@vorneshamedford1845,I didn&#39;t know when my jaw hit the floor. These two always ceases to amazed me.😫,2,2025-03-25T00:06:43Z,0
@lorenaofcpurplewolf,BEST COUPLE EVERRRRRRRRRR<br>I LOVE MY DADS🥟❤️🐺,0,2025-03-25T00:06:35Z,0
@KvitaMaurya,"This was super helpful, thanks!",0,2025-03-25T00:06:12Z,0
@jojoarmando6911,"Loved this video, keep up the great work!",0,2025-03-25T00:06:01Z,0
@EbonyHall-g2x,"Very well done, appreciate this video!",0,2025-03-25T00:05:59Z,0
@Vekaslife,incredible acting skills!!! 🖤,1,2025-03-25T00:05:50Z,0
@ArlindGurakuqi-f9m,"Very well done, appreciate this video!",0,2025-03-25T00:05:40Z,0
@Samreet_T,"GUYS! you know what there relationship reminds me of &quot;X-Men Origins: Wolverine&quot; like in their backstory Logan aka Wolverine and Victor ran away together, had a fraternal relationship, Had each other&#39;s backs, fought side by side, had playful rivalry of course i am talking about when they were on good terms",3,2025-03-25T00:05:29Z,0
@gadigeshVakkund,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:05:06Z,0
@Sabrina320,"It&#39;s a whole movie , Hyunjin needs to be cast already",4,2025-03-25T00:05:04Z,0
@JanetGonzalesgdr,"Loved this video, keep up the great work!",1,2025-03-25T00:04:17Z,0
@nasrinmasteri,This MV is absolutely fire! Everything fits perfectly together!,2,2025-03-25T00:04:16Z,0
@UvurjOrck,"You explained this so well, thank you!",0,2025-03-25T00:04:12Z,0
@Vekaslife,"this literally ate so much, cant wait for even more content of this powerful duo!!! the hug at the end killed me, literally everything about this MV is just so perfect 🖤",13,2025-03-25T00:04:11Z,0
@KaitlynKimball-f1c,"Great job, this video was very useful!",1,2025-03-25T00:04:06Z,0
@cemreseyhan4111,Red Lights : Who are you? <br>Escape : I&#39;m you but even more gay 😗,1,2025-03-25T00:03:46Z,0
@명균명균-g8j,Really appreciate the insights in this video.,1,2025-03-25T00:03:44Z,0
@jiniaakter1998,"You explained this so well, thank you!",0,2025-03-25T00:03:38Z,0
@eduardaschorn8043,"the best trio: chan, hyunjin and chains",1,2025-03-25T00:03:06Z,0
@K.nana_4,Tell me why I screamt the moment I saw this??? Total Fangirl🥲❤,0,2025-03-25T00:03:06Z,0
@reyazkasana7120,"This was very informative, appreciate it.",0,2025-03-25T00:03:01Z,0
@RomiNa-wo6mu,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=111"">1:51</a> why does he cover his mouth?🤔 and omg they are escaping together but  it&#39;s like hyunjin decides to instead attack what they&#39;re running from?",0,2025-03-25T00:02:58Z,0
@AmerieYang,Love the new song! 😍,0,2025-03-25T00:02:27Z,0
@kuthulita,Their homo erotism is so aesthetic and ZERO vulgarity. So nice,1,2025-03-25T00:02:08Z,0
@Halime-i1z7l,The Escape MV is so beautifulllllllllllllll😭,0,2025-03-25T00:02:06Z,0
@Sillay_Kid,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=80"">1:20</a> BANGCHAN’S VOCALS?!🔥<br><a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=141"">2:21</a> HYUNJIN’S VISUAL HE LOOKS SO ANGELIC😭🙏<br><a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=155"">2:35</a> This part till the end of the video is my favorite part like the hand holding and the hug SO CUTE YALL I CANT🫶",2,2025-03-25T00:02:02Z,0
@Kovankovanbryhan,"This was very informative, appreciate it.",0,2025-03-25T00:02:00Z,0
@SowerBlaine,"Your videos are always so helpful, thank you!",0,2025-03-25T00:02:00Z,0
@mapi.xz9196,The song is so good! My favorite! And OMG HYUNJIN CAN BE AN EXCELLENT ACTOR. I need him making a movie now,3,2025-03-25T00:01:56Z,0
@nikkienoch4602,"Thanks for sharing this, learned a lot.",0,2025-03-25T00:01:42Z,0
@freya-x1z,i love you stz you changed my life tysm😁😁😁😁🤩,1,2025-03-25T00:01:36Z,0
@eduardaschorn8043,"this is some title material here, omg",1,2025-03-25T00:01:36Z,0
@leeknowaaa,this song really kill me 😖😩🤯🤯💥💥💥✨✨✨✨,0,2025-03-25T00:01:30Z,0
@GenesisNequiz,"I&#39;M CRYING AND I DON&#39;T KNOW WHY😭 <br>Red Lights little bro&lt;3<br><a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=168"">2:48</a> Dang Channie... I&#39;m a girl (Soprano in choir😭)and my vocal chords could never🥲( OMG SAUR MAJESTIC I OBSESS)",1,2025-03-25T00:01:27Z,0
@حياويمطشر-ظ7ي,"Great job, this video was very useful!",0,2025-03-25T00:01:26Z,0
@cristanierodriguez325,No need to argue between who wrote the lyrics...these freaks wrote this TOGETHER and I am living for the connections between Redlights and Railway.,6,2025-03-25T00:01:26Z,0
@lindagoodnight8622,Great video! Really enjoyed it.,0,2025-03-25T00:01:15Z,0
@HemailKfcitvxf,Thank you for the great content!,0,2025-03-25T00:01:11Z,0
@j.one_love,the hot duo,0,2025-03-25T00:01:00Z,0
